Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Study_Efficiency,Internet_Usage_Hours,Gender_Male,Result,Result_Label,Grade_Label
8.6,64.9,51.0,86.9,90,0.5,2.5,1,1,Pass,A
9.1,80.7,46.5,62.9,60,0.82,1.9,0,1,Pass,C
4.2,76.6,41.5,84.9,75,0.8,5.6,0,1,Pass,B
3.1,70.1,28.4,86.9,40,0.84,2.9,0,0,Fail,D
8.0,94.8,45.1,86.9,75,0.8,2.9,0,1,Pass,B
3.5,77.3,49.5,86.9,75,0.56,5.6,1,1,Pass,B
6.7,92.3,40.5,48.3,40,0.74,7.4,0,0,Fail,D
4.8,70.5,39.8,77.0,75,0.73,7.0,1,1,Pass,B
7.0,60.2,42.9,76.4,75,0.81,6.2,1,1,Pass,B
1.9,79.8,49.5,52.8,40,0.91,5.1,0,0,Fail,D
6.6,64.0,49.5,68.5,60,0.66,3.7,0,1,Pass,C
5.1,90.2,49.5,91.8,90,0.94,5.0,0,1,Pass,A
6.7,71.0,49.5,50.5,40,0.52,6.6,0,0,Fail,D
2.5,77.7,49.5,41.2,40,0.81,4.9,0,0,Fail,D
7.6,63.5,45.3,79.1,75,0.75,5.9,1,1,Pass,B
8.8,71.5,49.5,43.2,40,0.81,4.4,1,0,Fail,D
3.0,91.3,44.8,98.8,90,0.93,5.5,1,1,Pass,A
1.9,80.7,33.4,76.6,75,0.79,7.6,1,1,Pass,B
1.2,85.9,31.4,68.2,60,0.69,5.1,0,1,Pass,C
6.8,96.7,43.0,65.8,60,0.88,3.8,0,1,Pass,C
6.5,87.2,49.5,74.4,75,0.94,5.6,1,1,Pass,B
5.9,80.7,34.7,45.4,40,0.8,4.2,0,0,Fail,D
3.1,64.4,41.4,95.8,90,0.55,3.7,0,1,Pass,A
4.5,70.0,49.5,86.9,75,0.8,5.9,0,1,Pass,B
6.4,80.7,37.7,51.0,40,0.93,7.6,0,0,Fail,D
5.5,88.6,42.0,73.8,75,0.66,1.5,0,1,Pass,B
9.9,80.7,42.8,48.0,40,0.93,3.0,1,0,Fail,D
6.7,86.6,49.5,41.1,40,0.53,7.8,0,0,Fail,D
7.3,76.6,45.6,77.8,75,0.63,1.2,0,1,Pass,B
4.6,61.8,39.1,78.9,75,0.9,1.7,0,1,Pass,B
4.9,91.4,49.5,75.0,75,0.81,1.9,0,1,Pass,B
7.5,87.1,39.0,51.0,40,0.93,7.4,1,0,Fail,D
7.2,78.9,49.5,76.2,75,0.73,3.1,1,1,Pass,B
9.9,96.0,42.4,43.4,40,0.64,5.1,1,0,Fail,D
2.2,73.4,34.7,76.4,75,0.95,7.4,0,1,Pass,B
1.9,71.8,32.9,73.2,75,0.75,1.3,1,1,Pass,B
7.5,94.9,48.3,79.3,75,0.93,5.6,0,1,Pass,B
6.7,91.9,49.5,93.7,90,0.54,6.0,1,1,Pass,A
3.5,80.6,42.4,91.0,90,0.8,1.6,0,1,Pass,A
1.7,65.2,49.5,98.8,90,0.93,3.6,1,1,Pass,A
1.8,68.6,40.0,98.6,90,0.52,7.3,1,1,Pass,A
9.0,86.2,52.5,86.9,90,0.85,1.4,1,1,Pass,A
6.7,75.4,42.2,97.4,90,0.93,1.6,0,1,Pass,A
3.9,93.5,44.8,92.0,90,0.88,7.1,0,1,Pass,A
3.0,98.0,40.9,83.7,75,0.86,6.1,0,1,Pass,B
4.2,80.7,31.0,44.5,40,0.68,7.1,0,0,Fail,D
6.7,80.7,23.6,42.9,40,0.93,7.9,0,0,Fail,D
6.7,91.5,49.5,90.3,90,0.54,6.4,0,1,Pass,A
1.6,80.7,31.4,86.9,60,0.8,5.9,0,1,Pass,C
8.2,80.7,49.7,88.9,90,0.85,1.1,1,1,Pass,A
3.1,61.3,30.0,58.8,60,0.83,5.6,0,1,Pass,C
5.9,75.4,49.5,63.9,60,0.95,4.4,0,1,Pass,C
8.9,80.7,49.5,82.0,75,0.53,5.6,0,1,Pass,B
6.9,80.7,49.2,94.9,90,0.98,1.5,0,1,Pass,A
6.7,68.3,32.0,45.3,40,0.79,5.6,1,0,Fail,D
3.9,98.8,45.2,91.7,90,0.78,7.1,1,1,Pass,A
4.0,61.0,40.4,87.6,90,0.93,4.2,1,1,Pass,A
7.0,80.7,40.8,58.9,40,0.81,1.5,0,0,Fail,D
9.9,72.9,45.5,61.3,60,0.85,3.3,1,1,Pass,C
7.0,61.5,33.0,42.8,40,0.93,1.9,0,0,Fail,D
6.0,96.7,33.9,40.9,40,0.5,7.6,0,0,Fail,D
7.6,65.6,42.3,68.6,60,0.68,3.8,1,1,Pass,C
6.7,82.1,32.3,45.7,40,0.76,4.9,1,0,Fail,D
1.5,71.0,49.5,51.6,40,0.93,7.9,1,0,Fail,D
6.1,80.7,45.7,90.8,90,0.97,6.7,1,1,Pass,A
9.6,62.0,47.7,86.9,75,0.56,4.7,1,1,Pass,B
2.6,80.7,49.5,78.0,75,0.81,5.4,0,1,Pass,B
7.2,62.9,36.0,51.2,40,0.8,2.8,1,0,Fail,D
2.8,90.4,41.6,89.7,90,0.65,7.4,1,1,Pass,A
5.8,79.4,47.2,92.1,90,0.8,7.6,0,1,Pass,A
1.9,73.7,32.6,71.4,75,0.67,4.8,0,1,Pass,B
5.1,76.7,46.3,94.8,90,0.93,5.6,0,1,Pass,A
7.8,97.2,52.5,90.7,90,0.6,7.8,0,1,Pass,A
4.1,80.7,49.5,86.9,75,0.81,3.4,0,1,Pass,B
6.7,88.6,48.1,84.0,75,0.93,5.6,0,1,Pass,B
8.2,95.4,39.8,46.3,40,0.9,2.7,1,0,Fail,D
9.3,72.8,42.8,86.9,60,0.72,7.0,1,1,Pass,C
3.1,75.2,49.5,44.0,40,0.93,2.3,0,0,Fail,D
4.6,84.5,29.8,40.5,40,0.96,6.7,1,0,Fail,D
2.4,84.9,28.1,49.5,40,0.62,1.6,0,0,Fail,D
9.9,79.3,55.6,92.8,90,0.87,2.9,1,1,Pass,A
9.3,76.0,42.5,54.4,40,0.85,5.6,1,0,Fail,D
5.9,80.7,51.2,98.2,90,0.91,6.7,0,1,Pass,A
8.6,92.8,49.2,75.8,75,0.93,2.6,0,1,Pass,B
5.7,77.4,35.4,54.2,40,0.93,2.1,0,0,Fail,D
6.6,89.1,43.0,69.8,60,0.95,3.4,1,1,Pass,C
1.8,70.8,26.6,53.1,40,0.9,1.2,0,0,Fail,D
7.8,64.0,51.7,99.0,90,0.83,6.6,1,1,Pass,A
2.1,74.1,38.8,90.8,90,0.72,6.5,0,1,Pass,A
8.4,76.1,36.9,41.6,40,0.87,7.5,1,0,Fail,D
8.0,60.7,51.1,96.9,90,0.99,4.9,1,1,Pass,A
6.7,92.6,49.0,83.3,75,0.88,1.7,0,1,Pass,B
6.7,74.4,23.5,86.9,40,0.94,2.7,0,0,Fail,D
3.7,83.2,39.8,86.9,75,0.99,5.6,1,1,Pass,B
3.4,63.0,36.7,78.8,75,0.72,2.8,1,1,Pass,B
4.2,67.0,31.0,53.1,40,0.93,3.0,1,0,Fail,D
1.8,80.7,38.8,85.5,75,0.93,7.7,1,1,Pass,B
9.4,84.3,40.8,45.2,40,0.92,6.0,0,0,Fail,D
6.0,98.0,42.6,86.9,60,0.97,7.0,1,1,Pass,C
3.7,80.7,29.6,86.9,40,0.77,5.6,1,0,Fail,D
4.6,74.9,46.1,98.1,90,0.93,3.6,0,1,Pass,A
6.7,72.0,42.7,85.1,90,0.64,5.1,0,1,Pass,A
6.4,94.3,37.1,49.5,40,0.68,6.3,0,0,Fail,D
5.6,99.9,39.3,86.9,60,0.8,5.1,1,1,Pass,C
9.3,85.2,42.0,86.9,40,0.85,5.6,0,0,Fail,D
5.5,91.8,46.0,86.0,90,0.5,2.3,0,1,Pass,A
9.9,91.3,42.0,86.9,75,0.93,3.5,1,1,Pass,B
8.7,74.2,51.9,90.4,90,0.81,4.8,0,1,Pass,A
6.3,83.0,49.5,96.5,90,0.53,1.9,0,1,Pass,A
6.7,93.3,52.3,80.6,75,0.61,5.4,0,1,Pass,B
2.0,87.5,28.6,52.8,40,0.72,5.6,0,0,Fail,D
8.4,60.8,41.4,61.6,60,0.66,8.0,0,1,Pass,C
4.4,73.5,36.7,68.6,60,0.57,5.6,0,1,Pass,C
8.9,65.8,41.9,76.3,75,0.93,5.6,0,1,Pass,B
8.8,69.3,48.6,80.1,75,0.92,2.8,1,1,Pass,B
8.3,96.2,48.2,73.3,60,0.55,3.0,0,1,Pass,C
6.7,61.5,40.7,61.1,60,0.6,5.2,0,1,Pass,C
3.7,68.8,42.3,93.5,90,0.58,3.6,1,1,Pass,A
1.7,72.4,24.1,86.9,40,0.97,5.6,0,0,Fail,D
6.3,84.7,38.1,68.0,60,0.91,6.5,0,1,Pass,C
2.6,81.4,39.3,86.5,90,0.82,2.7,0,1,Pass,A
7.3,68.7,34.6,43.7,40,0.93,7.0,1,0,Fail,D
4.1,66.6,39.6,82.3,75,0.51,2.7,1,1,Pass,B
6.7,69.5,53.3,89.2,90,0.86,1.4,1,1,Pass,A
6.7,80.1,45.5,79.6,75,0.87,2.9,0,1,Pass,B
8.4,70.8,36.1,40.8,40,0.98,5.6,0,0,Fail,D
2.2,97.9,29.4,86.9,75,0.54,5.6,0,1,Pass,B
6.7,78.6,43.6,60.5,60,0.89,3.0,0,1,Pass,C
9.3,80.7,41.0,54.0,40,0.9,3.3,1,0,Fail,D
6.7,89.2,49.1,97.8,90,0.57,5.6,1,1,Pass,A
6.5,73.2,44.0,79.1,75,0.93,7.0,1,1,Pass,B
7.9,86.1,41.8,57.8,60,0.76,3.9,0,1,Pass,C
2.6,80.7,41.1,95.8,90,0.74,3.9,0,1,Pass,A
5.5,82.8,44.6,84.4,75,0.71,5.6,0,1,Pass,B
4.6,90.9,35.4,76.4,90,0.96,4.8,0,1,Pass,A
6.3,97.1,33.1,62.7,60,0.84,4.1,0,1,Pass,C
4.3,80.7,31.2,86.9,40,0.91,6.0,1,0,Fail,D
6.3,73.4,40.0,98.3,90,0.7,5.6,0,1,Pass,A
6.7,78.6,31.6,71.0,75,0.84,5.7,0,1,Pass,B
2.2,80.7,42.2,93.8,90,0.95,5.3,0,1,Pass,A
9.7,80.7,47.2,60.8,60,0.98,2.8,0,1,Pass,C
5.9,63.6,45.7,91.7,90,0.56,5.8,0,1,Pass,A
9.7,65.3,49.5,43.2,40,0.66,5.7,0,0,Fail,D
4.9,79.8,47.4,86.9,90,0.97,5.6,0,1,Pass,A
3.8,64.3,41.9,94.7,90,0.65,5.6,0,1,Pass,A
5.6,73.8,37.1,61.8,60,0.88,3.5,0,1,Pass,C
5.0,65.9,42.5,86.5,90,0.89,5.5,0,1,Pass,A
2.0,85.4,38.1,85.1,90,0.56,6.3,1,1,Pass,A
6.8,98.0,51.6,94.1,90,0.54,2.3,0,1,Pass,A
2.9,99.9,33.3,58.4,40,0.54,4.9,0,0,Fail,D
6.7,75.0,41.1,67.9,60,0.8,4.5,0,1,Pass,C
6.9,80.7,49.8,91.9,90,0.7,7.9,1,1,Pass,A
2.4,80.7,40.2,86.7,90,0.96,1.4,1,1,Pass,A
1.6,80.7,28.8,63.6,60,0.87,1.5,1,1,Pass,C
8.0,80.7,52.0,90.7,90,0.93,5.7,0,1,Pass,A
5.1,76.4,30.7,42.8,40,0.53,6.6,0,0,Fail,D
1.5,68.2,35.9,86.9,90,0.93,5.6,0,1,Pass,A
10.0,76.1,43.3,52.4,40,0.81,7.6,1,0,Fail,D
1.5,80.7,26.5,57.2,60,0.72,6.5,0,1,Pass,C
7.3,87.8,44.3,69.6,60,0.67,7.1,0,1,Pass,C
9.9,70.1,46.9,67.0,60,0.86,5.6,0,1,Pass,C
3.2,80.7,35.0,71.2,75,0.58,5.0,1,1,Pass,B
2.3,64.8,32.9,72.7,75,0.94,7.0,0,1,Pass,B
2.1,80.7,31.6,59.9,60,0.8,4.1,0,1,Pass,C
3.7,79.7,30.5,86.9,40,0.95,2.9,0,0,Fail,D
1.9,82.9,37.9,86.1,90,0.94,7.3,0,1,Pass,A
7.2,80.7,41.9,76.4,60,0.93,5.9,1,1,Pass,C
1.6,76.4,32.0,70.4,75,0.69,2.9,0,1,Pass,B
5.6,67.7,41.9,78.7,75,0.52,4.8,1,1,Pass,B
10.0,89.8,57.4,94.6,90,0.73,4.1,0,1,Pass,A
8.3,65.1,47.9,82.5,75,0.9,7.8,0,1,Pass,B
6.5,64.2,32.2,86.9,40,0.93,7.4,0,0,Fail,D
3.8,88.4,43.5,90.3,90,0.79,4.6,1,1,Pass,A
6.6,68.4,49.9,99.4,90,0.99,7.2,0,1,Pass,A
6.7,80.7,39.1,68.3,60,0.53,5.1,0,1,Pass,C
6.7,79.0,49.5,98.2,90,0.82,2.8,0,1,Pass,A
2.2,78.0,34.0,72.8,75,0.95,7.7,1,1,Pass,B
9.0,88.3,47.1,67.6,60,0.93,1.4,1,1,Pass,C
5.0,84.9,36.5,76.4,60,0.63,4.1,1,1,Pass,C
2.8,85.8,38.0,79.5,75,0.78,7.8,1,1,Pass,B
4.3,88.6,33.6,86.9,40,0.95,2.3,0,0,Fail,D
4.7,71.7,30.5,46.3,40,0.97,4.7,0,0,Fail,D
8.4,72.9,36.6,86.9,40,0.59,2.5,0,0,Fail,D
7.6,77.5,40.2,86.9,60,0.56,5.6,1,1,Pass,C
6.7,72.3,49.5,63.7,60,0.55,4.0,1,1,Pass,C
1.1,99.4,34.1,86.9,75,0.71,5.9,0,1,Pass,B
4.7,80.7,49.5,57.6,60,0.67,5.1,1,1,Pass,C
5.3,66.6,47.0,86.9,90,0.71,1.6,0,1,Pass,A
1.2,60.2,25.7,57.5,60,0.99,5.6,0,1,Pass,C
3.3,61.7,32.7,66.5,60,0.82,5.3,1,1,Pass,C
7.8,80.7,36.4,46.2,40,0.76,2.4,1,0,Fail,D
2.2,64.6,27.5,55.6,60,0.92,2.4,0,1,Pass,C
5.8,81.3,32.6,42.9,40,0.9,5.2,0,0,Fail,D
2.9,94.3,37.3,73.6,75,0.93,5.1,1,1,Pass,B
1.1,89.5,36.7,86.9,90,0.87,5.6,0,1,Pass,A
3.2,68.6,28.8,86.9,40,0.86,5.7,1,0,Fail,D
9.8,76.0,45.8,86.9,60,0.93,5.6,1,1,Pass,C
8.2,80.3,36.7,86.9,75,0.77,3.7,1,1,Pass,B
9.6,92.4,49.5,90.4,90,0.93,1.7,0,1,Pass,A
5.4,80.7,49.5,86.8,90,0.76,7.6,0,1,Pass,A
6.7,96.4,49.5,43.8,40,0.8,5.6,0,0,Fail,D
6.7,80.4,38.4,86.9,60,0.76,5.0,0,1,Pass,C
5.1,80.7,48.2,97.3,90,0.71,5.8,0,1,Pass,A
8.6,64.5,49.5,63.5,60,0.57,5.6,0,1,Pass,C
1.9,82.6,49.5,71.6,75,0.98,5.9,1,1,Pass,B
5.4,69.9,36.2,61.3,60,0.89,2.6,0,1,Pass,C
2.4,80.7,49.5,75.8,75,0.5,7.8,0,1,Pass,B
6.7,85.4,45.9,86.9,90,0.78,7.0,0,1,Pass,A
7.6,70.3,52.2,99.9,90,0.8,4.5,0,1,Pass,A
5.3,80.7,42.8,86.9,90,0.61,5.1,0,1,Pass,A
4.4,80.7,34.1,64.3,60,0.65,4.9,0,1,Pass,C
4.6,60.9,36.2,69.7,60,0.82,5.6,1,1,Pass,C
5.1,60.3,34.6,86.9,60,0.83,3.3,1,1,Pass,C
6.7,64.4,52.4,99.1,90,0.67,6.2,0,1,Pass,A
6.7,69.6,49.7,86.9,40,0.6,3.4,0,0,Fail,D
9.6,80.7,49.5,86.9,60,0.93,6.0,1,1,Pass,C
8.1,99.5,49.5,40.7,40,0.7,5.9,1,0,Fail,D
3.8,72.2,49.5,71.2,75,0.69,7.7,0,1,Pass,B
6.3,65.1,50.6,99.0,90,0.78,4.8,1,1,Pass,A
4.9,80.7,39.4,71.4,75,0.78,5.1,1,1,Pass,B
3.3,80.7,31.3,50.9,40,0.87,7.0,1,0,Fail,D
8.6,87.1,38.3,86.9,40,0.6,1.2,1,0,Fail,D
6.7,80.7,28.2,61.3,60,0.8,3.2,1,1,Pass,C
9.1,82.5,55.0,95.1,90,0.89,6.3,1,1,Pass,A
5.2,80.7,49.5,99.8,90,0.83,5.6,0,1,Pass,A
6.7,89.1,51.3,96.7,90,0.93,3.3,1,1,Pass,A
6.9,86.7,47.6,83.8,75,0.8,1.4,0,1,Pass,B
9.1,94.8,49.7,73.5,75,0.78,5.6,0,1,Pass,B
6.7,80.7,45.5,75.4,75,0.96,5.6,1,1,Pass,B
6.5,83.2,43.0,72.3,75,0.93,4.5,0,1,Pass,B
1.6,77.2,35.6,86.9,75,0.9,7.4,0,1,Pass,B
5.7,85.7,39.5,65.1,60,0.86,1.8,1,1,Pass,C
2.4,92.7,38.1,80.2,75,0.58,6.7,0,1,Pass,B
7.6,60.2,35.4,47.3,40,0.6,5.9,1,0,Fail,D
6.7,99.7,37.9,55.9,60,0.53,5.6,1,1,Pass,C
7.1,67.3,48.0,90.2,90,0.93,1.5,0,1,Pass,A
1.4,78.8,38.9,94.2,90,0.91,2.0,1,1,Pass,A
1.8,94.9,34.8,72.3,75,0.69,7.0,1,1,Pass,B
6.7,69.0,34.3,41.9,40,0.99,6.5,0,0,Fail,D
1.6,80.7,39.8,95.6,90,0.69,4.1,1,1,Pass,A
1.6,65.3,34.4,82.1,75,0.93,3.4,0,1,Pass,B
1.1,75.8,29.2,64.8,60,0.87,5.9,1,1,Pass,C
6.3,67.1,48.7,75.9,75,0.9,1.9,1,1,Pass,B
7.6,74.5,42.4,86.9,60,0.96,4.1,0,1,Pass,C
4.2,80.7,36.3,67.9,60,0.68,5.6,0,1,Pass,C
3.7,99.7,45.3,93.2,90,0.58,5.3,0,1,Pass,A
4.1,99.8,33.1,49.7,40,0.93,2.8,0,0,Fail,D
8.0,64.6,36.3,46.2,40,0.93,1.1,0,0,Fail,D
7.0,89.0,35.0,40.2,40,0.67,5.9,0,0,Fail,D
2.7,62.1,29.2,86.9,40,0.86,3.9,0,0,Fail,D
2.6,61.2,26.0,76.4,40,0.89,2.2,1,0,Fail,D
6.7,64.2,26.2,86.9,40,0.93,5.6,1,0,Fail,D
6.3,80.7,49.5,40.7,40,0.8,4.1,1,0,Fail,D
7.9,97.6,41.9,53.6,40,0.92,2.7,1,0,Fail,D
3.4,67.8,31.6,60.0,60,0.99,3.7,1,1,Pass,C
1.2,66.5,21.6,41.9,40,0.93,6.1,0,0,Fail,D
1.7,80.7,33.3,76.5,75,0.93,7.1,0,1,Pass,B
9.7,80.6,49.7,74.1,75,0.5,4.3,1,1,Pass,B
3.7,82.8,29.4,45.8,40,0.62,1.3,1,0,Fail,D
7.9,68.9,41.9,75.7,75,0.58,2.7,1,1,Pass,B
6.7,90.3,52.2,99.9,90,0.93,5.6,1,1,Pass,A
4.4,80.7,45.1,96.7,90,0.99,3.3,1,1,Pass,A
2.9,96.9,27.6,40.2,40,0.64,4.4,1,0,Fail,D
6.3,86.3,39.1,87.7,90,0.68,7.6,1,1,Pass,A
6.5,77.5,39.1,61.2,60,0.93,7.9,0,1,Pass,C
8.0,91.6,38.3,43.8,40,0.55,4.2,1,0,Fail,D
6.8,92.7,40.2,57.8,60,0.87,3.8,0,1,Pass,C
5.8,71.6,41.9,59.3,60,0.93,2.6,1,1,Pass,C
1.4,73.6,31.6,71.4,75,0.84,1.8,0,1,Pass,B
9.7,97.4,53.0,79.7,75,0.8,5.6,1,1,Pass,B
8.2,66.6,41.9,84.9,75,0.89,5.1,0,1,Pass,B
6.7,61.7,49.5,54.8,40,0.58,1.4,0,0,Fail,D
9.8,78.2,49.5,59.3,60,0.93,7.0,0,1,Pass,C
6.4,92.0,39.6,58.5,60,0.9,2.5,0,1,Pass,C
6.2,90.9,40.0,61.8,60,0.98,7.0,0,1,Pass,C
7.7,96.8,41.9,86.9,90,0.92,2.2,1,1,Pass,A
8.3,81.3,50.7,86.7,90,0.93,2.3,0,1,Pass,A
6.9,64.0,49.7,86.9,90,0.59,5.6,1,1,Pass,A
2.2,83.5,37.2,81.6,75,0.54,7.1,1,1,Pass,B
6.3,91.1,36.4,64.4,60,0.64,5.6,1,1,Pass,C
9.4,63.7,49.5,63.4,60,0.51,3.9,0,1,Pass,C
3.0,66.9,33.5,69.3,60,0.53,6.0,1,1,Pass,C
4.3,60.5,34.2,65.0,60,0.61,1.2,0,1,Pass,C
6.7,80.7,49.5,86.9,90,0.59,4.3,1,1,Pass,A
5.0,95.5,39.9,67.9,60,0.79,5.6,0,1,Pass,C
6.5,86.8,39.0,57.7,60,0.87,7.7,0,1,Pass,C
9.5,99.3,49.5,86.5,75,0.64,3.0,0,1,Pass,B
3.2,62.5,40.0,91.3,90,0.62,7.6,0,1,Pass,A
6.7,80.7,33.4,65.2,60,0.86,5.8,1,1,Pass,C
2.8,92.6,38.9,80.1,75,0.8,4.4,1,1,Pass,B
9.0,72.6,38.3,86.9,40,0.7,1.3,1,0,Fail,D
6.8,98.9,45.0,71.8,75,0.94,5.8,0,1,Pass,B
3.6,71.5,27.2,42.7,40,0.92,6.1,0,0,Fail,D
8.3,95.6,38.7,41.8,40,0.93,3.8,1,0,Fail,D
8.8,80.7,50.2,76.8,75,0.76,4.3,1,1,Pass,B
8.6,90.3,43.7,58.2,60,0.52,5.8,0,1,Pass,C
9.3,80.7,52.2,84.6,75,0.79,2.6,0,1,Pass,B
6.7,64.8,41.2,93.8,90,0.8,4.3,1,1,Pass,A
6.3,81.3,38.2,86.9,75,0.62,7.1,0,1,Pass,B
5.1,74.3,41.9,86.9,40,0.69,4.1,0,0,Fail,D
8.6,80.7,47.6,70.9,75,0.65,4.4,0,1,Pass,B
6.7,90.3,38.2,46.7,40,0.75,7.3,0,0,Fail,D
8.0,96.4,49.4,79.1,75,0.64,3.5,0,1,Pass,B
6.9,60.6,42.8,76.6,75,0.95,7.1,0,1,Pass,B
6.7,92.4,35.7,70.9,75,0.77,5.6,0,1,Pass,B
5.9,97.5,50.2,95.6,90,0.51,1.6,0,1,Pass,A
9.9,91.6,50.3,71.3,75,0.88,5.1,0,1,Pass,B
9.4,65.2,55.1,86.9,90,0.93,3.7,1,1,Pass,A
1.4,63.3,30.3,86.9,75,0.96,2.1,0,1,Pass,B
2.5,60.8,25.2,47.0,40,0.95,3.0,1,0,Fail,D
2.2,85.1,33.4,86.9,60,0.93,4.9,0,1,Pass,C
7.5,85.2,38.8,50.9,40,0.95,6.0,0,0,Fail,D
6.7,99.5,49.5,75.8,75,0.9,5.6,1,1,Pass,B
2.9,75.9,37.9,81.6,75,0.59,1.6,1,1,Pass,B
5.6,80.7,39.0,68.1,60,0.93,6.0,1,1,Pass,C
6.7,85.0,39.5,45.9,40,0.96,5.6,0,0,Fail,D
7.6,93.0,44.9,86.9,60,0.62,5.6,1,1,Pass,C
5.9,97.5,35.0,44.9,40,0.62,6.3,0,0,Fail,D
6.7,92.1,46.1,86.9,75,0.66,1.8,0,1,Pass,B
5.6,77.1,45.1,87.4,90,0.78,7.5,0,1,Pass,A
6.7,85.4,49.5,97.7,90,0.54,5.5,0,1,Pass,A
6.1,80.7,36.3,86.9,40,0.97,6.1,0,0,Fail,D
7.2,80.7,49.5,71.9,60,0.79,7.1,0,1,Pass,C
6.3,68.7,46.9,74.1,75,0.7,5.1,1,1,Pass,B
6.7,66.8,48.7,95.3,90,0.73,5.7,0,1,Pass,A
7.9,60.0,45.1,77.6,75,0.93,5.6,0,1,Pass,B
2.4,88.7,28.3,48.7,40,0.99,5.6,1,0,Fail,D
5.2,64.4,36.7,66.2,60,0.56,5.0,0,1,Pass,C
1.1,69.8,33.0,79.3,75,0.73,7.3,0,1,Pass,B
3.2,80.7,38.2,82.0,75,0.93,5.6,1,1,Pass,B
7.5,80.7,50.8,91.8,90,0.52,2.7,1,1,Pass,A
9.9,80.7,42.6,50.8,40,0.73,3.3,0,0,Fail,D
1.9,87.0,49.5,97.1,90,0.93,2.7,1,1,Pass,A
4.6,62.2,28.5,43.5,40,0.93,5.6,0,0,Fail,D
8.2,65.0,52.6,99.0,90,0.94,7.5,1,1,Pass,A
6.7,80.0,41.0,91.5,90,0.94,1.8,0,1,Pass,A
6.0,73.5,43.2,86.9,75,0.67,1.7,0,1,Pass,B
7.6,71.8,47.6,84.1,75,0.98,5.6,1,1,Pass,B
6.5,62.7,49.5,76.4,40,0.63,6.7,1,0,Fail,D
6.7,95.8,27.7,42.5,40,0.66,5.1,1,0,Fail,D
4.2,87.7,31.0,46.1,40,0.52,5.6,0,0,Fail,D
8.1,64.9,36.2,45.2,40,0.93,5.4,0,0,Fail,D
6.0,62.6,40.1,72.8,75,0.91,5.6,1,1,Pass,B
1.0,99.0,27.8,52.9,40,0.82,4.9,0,0,Fail,D
7.8,87.2,49.5,91.6,90,0.67,7.2,0,1,Pass,A
1.3,76.7,41.9,66.7,60,0.94,5.3,0,1,Pass,C
7.7,88.1,48.7,86.9,75,0.52,6.4,0,1,Pass,B
2.8,90.3,38.4,79.2,75,0.5,7.6,0,1,Pass,B
9.6,91.2,46.1,59.2,60,0.52,6.8,0,1,Pass,C
4.3,80.7,32.9,54.6,40,0.55,4.7,0,0,Fail,D
3.9,77.2,33.7,86.9,40,0.64,1.7,1,0,Fail,D
2.3,60.4,37.0,87.8,90,0.8,2.2,1,1,Pass,A
3.8,80.7,39.9,75.2,75,0.51,3.2,0,1,Pass,B
8.9,84.1,49.5,55.2,60,0.53,7.8,1,1,Pass,C
10.0,68.1,53.5,86.9,90,0.55,5.3,1,1,Pass,A
4.3,96.8,49.5,86.9,40,0.91,5.5,1,0,Fail,D
5.0,96.6,44.3,86.9,75,0.99,7.5,0,1,Pass,B
7.5,99.6,44.8,66.3,60,0.79,3.2,1,1,Pass,C
9.0,80.7,52.7,83.9,75,0.62,7.9,0,1,Pass,B
6.3,99.9,51.3,95.6,90,0.94,7.2,1,1,Pass,A
6.7,69.8,41.5,85.0,90,0.64,3.9,1,1,Pass,A
4.7,93.7,38.7,66.5,60,0.93,6.8,0,1,Pass,C
7.3,92.9,38.6,49.1,40,0.77,5.6,1,0,Fail,D
1.0,69.2,35.4,86.9,40,0.6,4.2,0,0,Fail,D
6.6,80.7,39.9,86.9,60,0.93,2.1,0,1,Pass,C
4.2,99.2,31.7,44.5,40,0.85,1.8,1,0,Fail,D
8.1,71.8,48.3,83.1,75,0.71,1.0,1,1,Pass,B
6.7,94.8,30.3,57.5,60,0.66,5.3,0,1,Pass,C
6.3,60.2,31.5,42.9,40,0.63,1.8,1,0,Fail,D
5.3,60.8,44.9,94.2,90,0.64,3.9,0,1,Pass,A
6.8,78.6,49.5,86.9,60,0.75,4.1,1,1,Pass,C
1.6,80.7,27.2,56.9,60,0.69,7.6,0,1,Pass,C
6.2,87.6,49.5,83.0,75,0.93,3.1,0,1,Pass,B
6.1,82.6,48.4,93.2,90,0.67,4.7,0,1,Pass,A
6.7,63.1,30.3,40.0,40,0.78,4.0,1,0,Fail,D
6.4,66.5,41.9,81.3,75,0.81,7.3,1,1,Pass,B
7.1,75.5,47.6,86.0,90,0.51,1.5,0,1,Pass,A
8.2,67.4,41.9,86.9,40,0.58,3.5,1,0,Fail,D
3.4,80.7,36.8,69.4,60,0.93,3.2,0,1,Pass,C
8.4,76.6,38.1,45.4,40,0.97,3.0,0,0,Fail,D
6.7,63.7,42.8,84.8,75,0.93,2.0,0,1,Pass,B
1.7,79.4,38.6,90.8,90,0.74,3.8,1,1,Pass,A
1.5,63.6,49.5,46.5,40,0.71,5.6,0,0,Fail,D
4.0,65.2,41.2,86.9,90,0.94,7.9,1,1,Pass,A
8.1,69.6,49.5,86.3,75,0.64,5.3,0,1,Pass,B
7.4,94.4,42.5,86.9,60,0.77,6.7,0,1,Pass,C
